name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,release_clause_eur,team_position,team_jersey_number,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_league,likes,dislikes,follows,comments,minutes_played_overall,goals_overall,clean_sheets_overall
Hidde Jurjus,24,187,90,Netherlands,De Graafschap,69,74,1000000,5000,Right,1,3,1,Normal,,GK,17,,2019,,,,,,,72.0,64.0,65.0,73.0,44.0,65.0,19,14,19,21,12,19,14,19,45,24,49,39,38,68,50,24,71,44,63,12,32,15,11,35,23,49,12,17,16,72,64,65,65,73, Holland Eredivisie (1),5.0,0.0,31.0,"['I miss him', 'In my opiniom is better than Zoet. Zoet lets all shots for bad players from Eredivisie. How I play Jurjus defend all shots for best ST.', ""23/40 he's shit"", 'How is he doing at Roda? Same as Zoet did at RKC? In other words: will he be good enough for PSV?', ""He's had a few solid performances (MotM against Feyenoord) but there's still room for improvement. Overall I  he's doing fine, but he'll need another season to develop before he's ready for PSV."", 'We need him now', 'Go on loan comeback like fire', 'The Future Degea for PSV', 'Really deserves more potential... 72/81 for my part. Already first goalkeeper of De Graafschap in de Eredivisie last 2 years And now only playing as 2nd because of Zoet... Will probably be his replacement next year with Koopmans as new big talent and Van Osch as youth goalie', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1887,0,4
Jesse Joronen,25,197,89,Finland,FC København,69,73,975000,7000,Left,1,2,1,Normal,1300000.0,GK,21,01/07/2018,2023,,,,,,,71.0,68.0,64.0,69.0,37.0,68.0,17+2,13+1,17-Jan,20,13+2,17+1,14+2,13,22+2,19+1,40,35+1,33+1,60,33+3,20+3,37-2,30,56+1,13+2,36+1,20,14+1,32,15-Apr,50,23+3,15+2,14+2,71+1,68+1,64+1,68+2,69+1, Danish Superliga (1),0.0,0.0,8.0,"['90/90', 'Close to Brescia. Is he good enough?', 'Confirmed! Think he could be decent. Has definitely improved loads since his loan stints from Fulham.', 'is hetemaj going to sign also?', 'From Chievo? Couldn’t tell you mate', 'Motm', ""Starting today vs Hungary, let's see how he does. He's done well for Copenhagen of what i've seen and heard."", 'Wtf man - shouldve had at least 70..', '74/81!!! He really deserves it so far!', 'We need to see him over a longer period of time but he certainly deserves a big upgrade already from 66', ""Needs a big upgrade for FIFA 19, he's been excellent for us and big international performance against Atalanta"", 'Doing a exceptional job against atalanta, it was because of him fck nearly came trought with a draw against atalanta, who is better then FCK in every parameter', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2738,0,14
Janis Blaswich,27,193,88,Germany,Heracles Almelo,69,73,925000,3000,Right,1,3,1,Normal,1400000.0,GK,1,01/07/2018,2021,,,,,,,70.0,70.0,67.0,77.0,41.0,65.0,20,18,15,38,13,19,29,8,34,31,45,38,31,53,33,32,73,31,74,16,39,19,11,41,30,54,10,15,13,70,70,67,65,77, Holland Eredivisie (1),0.0,0.0,7.0,"['FIFA 14 career modes >>>>>', 'i saw man city interested in him .. came to sofifa to see his potential .. and i got shocked !!', 'http://sofifa.com/squad/24046?...', ' hey guys this is my gladbach team after 3 seasons,tried to keep it as ', 'realistic as possible, do you maybe have some Tips for me?', 'Glitched on mine too. Bought him at 88 (Age 25) by swapping Neuer for him.', 'Managed to get him to 90 In my 7th season, he handed in a transfer request so I sold him to madrid for 115million. I still miss him lool', ""Bought him today in1st season at Sheffield United, grew by 6 in something like 20 matches, he's so nice and glitched! Love him"", 'Glitched, he is a monster', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3106,0,6
Michael Simões Domingues,27,195,90,Portugal,Os Belenenses,69,72,875000,3000,Left,1,2,1,Normal,1900000.0,GK,39,01/07/2018,2019,,,,,,,71.0,66.0,67.0,71.0,34.0,69.0,9,13,10,29,14,19,18,12,25,20,37,32,32,62,35,17,54,39,74,19,31,22,12,32,14,31,19,10,9,71,66,67,69,71, Portuguese Liga ZON SAGRES (1),2.0,0.0,10.0,"['Good keeper, good to see that he earned a move to the Premier League if he gets game time with Sunderland he will have plenty of involvement in the games', 'Sunderland bound. Is he any good, though?', 'really decent, everyone in Portugal recognises his talent. He was one of the main reasons Portugal reach the final in the World Cup under 20 in 2011.', 'But he never had a chance to play for Benfica, so yeah, everyone was saying that he was another flop, another wonder kid, but this last 2 seasons at Boavista he was pretty decent.', 'Ah, I see. So you reckon his overall would be in the region of 75-78? Should be exciting to watch him in the EPL the coming seasons', ""I honestly don't think he's anything special. There have been much better GK's than him in the past years in Portugal. He was promising back in 2011, but that's it. But that's only my opinion, ofc."", '75 would be fair', 'An upgrade on Mannone anyway. Never rated him much', 'Leicester ?? hahah', 'sad :(, wish he turned out to be as good as he could have been....', ""I know you posted this ages ago but he's still a pretty damn good goalkeeper, not big team quality, but great for a mid team."", 'Yep, i agree, he is a good keeper, not good enough for the top 4, 5 teams in Portugal, but definitely good for all else', 'One more guy underrated 71/76', 'very good gk for cm', 'I\'m gonna go ""mika"" sandwich', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",180,0,1
Zacharie Boucher,26,180,76,France,Angers SCO,69,72,925000,3000,Right,1,3,1,Normal,,SUB,1,,2019,,,,,,,70.0,65.0,71.0,73.0,56.0,67.0,9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,16,82,42,75,8,40,22,13,33,22,61,10,11,12,70,65,71,67,73, French Ligue 1 (1),1.0,0.0,20.0,"['what? better than ahamada but if you want EA....', 'got better jumping than his goalkeeping stats', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",180,0,1
Bruno Brígido de Oliveira,27,187,76,Brazil,CD Feirense,69,72,875000,5000,Right,1,2,1,Lean,1900000.0,SUB,30,02/07/2018,2020,,,,,,,71.0,67.0,68.0,74.0,43.0,64.0,12,13,13,23,11,16,13,13,19,18,41,44,35,57,41,24,49,26,63,13,28,20,12,35,17,30,14,17,16,71,67,68,64,74, Portuguese Liga ZON SAGRES (1),0.0,0.0,1.0,[],364,0,1
Mahmut Ertuğrul Taşkıran,28,191,83,Turkey,Atiker Konyaspor,69,71,875000,7000,Right,1,2,1,Normal,1800000.0,SUB,17,09/07/2018,2020,,,,,,,68.0,67.0,66.0,68.0,54.0,67.0,12,12,14,14,13,15,24,13,14,25,52,56,54,74,32,12,74,27,43,15,23,23,15,46,21,52,12,16,14,68,67,66,67,68, Turkish Süper Lig (1),0.0,0.0,0.0,"['3 wf', '72/75', '???????????????????????????????????????????????????????????????????????????????????????????????????????????????? Why this downgrade!', 'At least 73', '73- 79', 'underrateed', 'Why do you downgrade him ????', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",90,0,0
Ali Şaşal Vural,27,187,80,Turkey,Sivasspor,69,71,850000,5000,Right,1,2,1,Stocky,1800000.0,GK,1,31/08/2016,2020,,,,,,,72.0,63.0,61.0,74.0,45.0,68.0,17,20,21,31,18,16,17,16,18,22,47,44,31,61,52,20,70,24,65,20,27,25,13,42,25,56,15,15,17,72,63,61,68,74, Turkish Süper Lig (1),0.0,0.0,2.0,"['', ""İkinci kaleci olur anlarım mesela 1998'li, 1999'lu filan bir gençtir, bu da çok büyük bir cevher görmüştür o gençte, milli takıma çağırmıştır. Ya da takım küme düşer ama kaleci müthiş bir performans göstermiştir, çağırılır, o da anlaşılır. "", '', 'Hayrullah, Muammer, Ali Şaşal... Eş-dost-ahbap ilişkileriyle heralde biraz da turistik gezi amaçlı farklı farklı 3./4. kaleciler çağırıp duruyor Terim sırayla. Bakalım bir sonraki buluşu kim olacak', '', ""Madem yedeklik sorun değil, Cenk Gönen'in rahatlıkla çağırılması lazım"", 'ben bunu taraftar sanmıştım amk kaleciymiş', 'bu genco için ""çok süper kaleci"" filan deniyordu, milli takıma kadar tırmandı. her şey güzel giderken, hazret oyununu oynamak yerine daha fazla gündeme gelmek için olsa gerek muslera\'ya ""abartılıyor"" filan dedi fakat esmayı kendi üstüne sıçrattı. şimdi küme düşecek takımında dahi oynayamıyor. ben metafizik şeylere inanmam fakat bu kadar insanın tepkisini çekti ve hemen ardından göt üstü düştü. daha da ayakları yere değmez', 'adını ilk kez duyduğum bu genco ""muslera abartılıyor"" filan demiş...', 'Needs a massive upgrade', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",720,0,1
Kenny Steppe,29,184,70,Belgium,Sint-Truidense VV,69,70,825000,5000,Right,1,3,1,Lean,1300000.0,GK,1,19/07/2017,2020,,,,,,,69.0,66.0,63.0,69.0,44.0,68.0,13,14,19,35,11,20,15,14,37,33,43,45,53,66,60,44,69,31,53,16,26,16,11,46,37,46,12,18,11,69,66,63,68,69, Belgian Jupiler Pro League (1),0.0,0.0,1.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2700,0,5
Davino Verhulst,30,194,95,Belgium,Sporting Lokeren,69,69,675000,5000,Right,1,3,1,Normal,1000000.0,SUB,13,01/07/2013,2020,,,,,,,68.0,67.0,68.0,72.0,25.0,66.0,12,12,13,27,14,14,9,14,26,30,23,26,28,65,53,13,58,18,72,13,38,16,14,42,29,46,20,12,15,68,67,68,66,72, Belgian Jupiler Pro League (1),1.0,0.0,3.0,[],900,0,0
Antonio Rosati,35,195,81,Italy,Torino,69,69,250000,9000,Right,1,1,1,Normal,425000.0,SUB,25,12/07/2018,2019,,,,,,,68.0,69.0,46.0,68.0,31.0,70.0,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,21,68,36,65,12,22,9,7,43,25,58,11,10,12,68,69,46,70,68, Italian Serie A (1),0.0,0.0,3.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Fatih Öztürk,31,191,86,Turkey,Akhisar Belediyespor,69,69,650000,6000,Right,1,2,1,Normal,1300000.0,GK,99,31/08/2015,2019,,,,,,,70.0,67.0,64.0,70.0,56.0,68.0,20,12,23,27,13,17,20,10,25,23,55,57,44,65,35,12,68,45,79,14,44,24,12,32,12,55,21,23,19,70,67,64,68,70, Turkish Süper Lig (1),0.0,0.0,0.0,"['71/71', '60/60', 'What a performance against trabzonspor! 10 saves and most of them werent easy.', 'Glitched . 80 ovr right now  (half of the second season)', 'Wtf they downgraded his overall after great match vs Legia and increased his potential xd', 'hes 27 !!!', ""Reflexes should be 75+. For God's sake upgrade him to 70. He is the first GK due to Kıvrak's injury. "", 'he is 27 years old wtf?', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2304,0,6
Jamie MacDonald,32,185,79,Scotland,Kilmarnock,69,69,600000,3000,Right,1,2,1,Normal,1100000.0,GK,1,06/07/2015,2020,,,,,,,72.0,65.0,65.0,72.0,22.0,66.0,21,18,15,32,13,17,21,25,23,21,23,22,50,65,37,21,58,44,59,14,33,25,13,43,16,49,12,15,16,72,65,65,66,72, Scottish Premiership (1),0.0,0.0,0.0,[],1148,0,3
Robert Zwinkels,35,186,80,Netherlands,ADO Den Haag,69,69,250000,2000,Right,1,2,1,Normal,375000.0,SUB,22,01/12/2005,2020,,,,,,,67.0,65.0,67.0,69.0,41.0,75.0,15,12,11,35,20,12,9,12,30,30,44,39,46,65,37,29,75,36,66,17,35,13,16,26,22,56,10,11,11,67,65,67,75,69, Holland Eredivisie (1),0.0,0.0,1.0,"['ADO legende', 'Pretty awful goalkeeper who always makes errors ', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1970,0,7
Johann Carrasso,30,188,82,France,Stade de Reims,69,69,675000,7000,Right,1,4,1,Normal,1400000.0,SUB,1,01/02/2016,2019,,,,,,,67.0,73.0,66.0,66.0,47.0,70.0,11,10,11,17,12,14,16,13,10,15,52,42,56,65,55,20,51,31,56,8,22,24,12,46,14,59,12,9,8,67,73,66,70,66, French Ligue 1 (1),0.0,0.0,3.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Thorsten Kirschbaum,31,194,90,Germany,Bayer 04 Leverkusen,69,69,650000,17000,Left,1,1,1,Normal,1100000.0,SUB,24,01/07/2018,2021,,,,,,,72.0,67.0,68.0,71.0,27.0,62.0,11,13,13,31,11,19,18,10,25,19,24,30,27,66,40,23,60,27,66,9,31,7,8,28,20,49,11,13,9,72,67,68,62,71, German 1. Bundesliga (1),0.0,0.0,1.0,"['Why did Leverkusen buy him?', 'so they have a backup goalie in case hradecky dies', 'yeah, but Özcan is better, so does Lomb', ""hope hradecky doesn't get any injury with those loads of matches"", '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Ádám Bogdán,30,194,92,Hungary,Hibernian,69,69,675000,28000,Right,1,3,1,Normal,,GK,31,,2019,,,,,,,70.0,66.0,66.0,70.0,54.0,69.0,15,11,11,16,11,11,18,12,12,18,52,56,35,67,41,16,63,33,74,14,20,24,13,38,18,49,22,11,16,70,66,66,69,70, Scottish Premiership (1),2.0,3.0,26.0,"['He looks so American in his Fifa12 pick', 'Come back to bolton', ""It's insane to think this man started his career at the same team I did. I remember about ten years ago he came to the football pitch and we shot pens at him, back when he was at Bolton. He wasn't known back then but he was a bright prospect. I didn't score my pen against him :("", '', 'r/thattotallyhappened', ""Why the fuck would I lie about starting my career at the same team as Bogdan ffs wow I'm getting so much clout 🙄"", 'Better than courtois.', '73/82 in Fifa 13, i say just this', 'Veteran of the club', 'Legend. Biggest mistake Klopp made was sending this guy out on loan...', ""Yea we really need him, we're lacking that creative midfielder that will open everything for our attackers"", '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1606,0,6
